CHILD_DRIV,AGE,CHILDREN,YOJ,INCOME,HOUSE_VAL,STATUS,GENDER,EDU_LEVEL,JOB,DISTANCE,CAR_USE,VEHICLE_VAL,VEHICLE_TYPE,CLM_FREQ,REVOKED,MVR_PTS,VEHICLE_AGE,CLAIM_IND,AREA
0,73,0,15,23541,515243,No,Fem,High School,Clerical,69,Private,17880,Sports Car,3,No,5,3,1,Highly Urban/ Urban
0,53,0,18,85305,794559,Yes,Fem,Bachelors,Manager,81,Private,9930,unknown,0,No,3,7,1,Highly Urban/ Urban
0,54,0,15,25550,596670,Yes,Mal,High School,Teacher,104,Commercial,10350,Minivan,3,No,2,,0,Highly Urban/ Urban
0,72,0,18,108368,738282,Yes,Fem,Bachelors,Manager,90,Commercial,27020,Pickup,3,No,0,8,0,Highly Urban/ Urban
0,74,1,16,53319,282686,Yes,Fem,Bachelors,Professional,86,Private,24160,Minivan,0,No,2,15,0,Highly Rural/ Rural
0,59,0,18,77403,310890,Yes,Fem,Masters,Nurse,52,Private,25450,unknown,4,No,5,,0,Highly Urban/ Urban
0,47,2,15,60245,332536,Yes,Mal,High School,Teacher,87,Commercial,7470,Pickup,2,No,2,3,0,Highly Rural/ Rural
0,32,0,15,91207,846418,Yes,Fem,Masters,Nurse,83,Private,13740,Minivan,1,No,2,17,0,Highly Rural/ Rural
0,42,0,13,44134,373703,No,Mal,<High School,Teacher,93,Commercial,10020,Pickup,2,No,2,3,1,Highly Urban/ Urban
0,31,2,17,31213,306228,No,Fem,High School,Clerical,86,Private,12930,Sports Car,2,Yes,2,9,1,Highly Urban/ Urban
0,43,0,7,147627,775303,Yes,Mal,Masters,,96,Commercial,6720,Pickup,0,No,4,12,0,Highly Urban/ Urban
0,44,2,3,560,130687,No,Fem,Masters,Home Maker,63,Private,32090,Minivan,2,No,2,19,0,Highly Rural/ Rural
3,41,4,3,,282672,Yes,Fem,High School,Student,99,Private,1500,unknown,0,No,7,12,1,Highly Urban/ Urban
0,54,1,13,85589,744634,Yes,Fem,Bachelors,Manager,80,Private,15060,unknown,1,No,0,12,0,Highly Urban/ Urban
0,66,0,16,60108,486323,Yes,Fem,High School,Professional,63,Private,12310,unknown,1,No,2,3,0,Highly Urban/ Urban
1,53,2,20,112628,417629,Yes,Fem,Masters,Nurse,91,Private,24600,Van,4,Yes,4,12,1,Highly Urban/ Urban
0,51,0,13,82859,833606,No,Mal,High School,Professional,70,Private,14390,Minivan,2,No,2,3,0,Highly Urban/ Urban
0,52,0,13,98660,111891,No,Fem,Bachelors,Home Maker,88,Private,26250,Pickup,0,No,2,8,0,Highly Rural/ Rural
0,36,3,,1718,200226,Yes,Fem,High School,Student,55,Commercial,6120,unknown,2,No,0,3,0,Highly Rural/ Rural
0,64,0,18,115048,683641,Yes,Fem,High School,Manager,70,Private,22920,Pickup,0,No,0,10,0,Highly Urban/ Urban
0,64,0,16,81581,756717,Yes,Fem,High School,Professional,72,Private,25700,Van,0,No,2,3,0,Highly Urban/ Urban
0,65,1,15,94888,686880,Yes,Fem,Masters,Nurse,89,Private,6900,Sports Car,2,No,2,3,0,Highly Urban/ Urban
0,57,3,14,51463,400357,No,Mal,Masters,,82,Commercial,42550,Panel Truck,3,Yes,0,22,1,Highly Urban/ Urban
0,59,0,15,,679794,No,Fem,Bachelors,Manager,100,Private,8160,unknown,5,No,0,8,0,Highly Urban/ Urban
0,69,0,14,,233126,Yes,Fem,High School,Teacher,77,Commercial,13160,Minivan,3,Yes,5,3,0,Highly Urban/ Urban
0,85,0,16,25849,508591,Yes,Fem,<High School,Home Maker,76,Private,13850,unknown,0,No,2,9,1,Highly Urban/ Urban
0,48,0,10,96365,412230,No,Mal,Masters,,79,Commercial,24220,Panel Truck,0,No,7,16,0,Highly Urban/ Urban
0,25,3,17,27472,258565,Yes,Fem,<High School,Clerical,103,Private,14030,unknown,2,No,0,7,1,Highly Rural/ Rural
0,43,3,16,31515,205480,No,Fem,High School,Clerical,54,Private,7800,unknown,2,Yes,2,10,1,Highly Urban/ Urban
0,68,0,15,132120,,No,Fem,PhD,Doctor,85,Private,14870,unknown,0,No,4,16,1,Highly Urban/ Urban
0,64,1,18,90972,367948,Yes,Mal,Masters,Professional,68,Commercial,6400,Pickup,0,No,2,25,0,Highly Urban/ Urban
0,54,0,17,91526,755113,No,Fem,Masters,Nurse,85,Private,23260,Van,2,No,0,20,0,Highly Urban/ Urban
0,51,2,15,63407,651036,No,Mal,High School,Teacher,84,Commercial,12240,Minivan,0,No,0,3,0,Highly Urban/ Urban
0,61,0,8,110061,702458,Yes,Fem,Masters,Manager,84,Private,12070,unknown,0,No,0,19,0,Highly Urban/ Urban
0,66,0,15,95334,595759,No,Mal,High School,Manager,88,Commercial,21070,Van,1,No,1,15,0,Highly Urban/ Urban
1,47,2,19,73317,464785,Yes,Mal,Bachelors,Teacher,85,Commercial,23190,Minivan,0,No,2,9,0,Highly Urban/ Urban
0,45,0,15,81678,35334,No,Fem,Bachelors,Professional,74,Private,26480,Sports Car,5,No,7,10,0,Highly Urban/ Urban
0,60,0,14,141072,394953,No,Fem,PhD,,92,Commercial,28380,Pickup,0,No,4,19,0,Highly Urban/ Urban
0,53,0,14,19976,362160,No,Mal,High School,Professional,67,Commercial,10950,Pickup,0,No,2,10,0,Highly Rural/ Rural
0,57,0,3,960,47112,No,Fem,High School,Home Maker,100,Private,19810,Minivan,0,No,1,3,0,Highly Rural/ Rural
0,30,0,,20869,330557,Yes,Fem,<High School,Clerical,59,Private,7990,Sports Car,2,No,2,3,0,Highly Urban/ Urban
0,49,0,,6645,122663,Yes,Fem,Masters,Nurse,80,Private,7080,unknown,1,No,11,19,0,Highly Urban/ Urban
1,73,1,15,119942,306228,No,Fem,Masters,Manager,71,Commercial,24130,Pickup,0,No,2,18,1,Highly Urban/ Urban
0,60,0,16,90471,242017,Yes,Mal,Masters,,50,Commercial,11380,Pickup,3,No,2,17,0,Highly Urban/ Urban
0,51,0,18,108335,715458,Yes,Fem,Bachelors,Professional,57,Private,19840,unknown,2,No,4,,0,Highly Urban/ Urban
0,50,2,16,37507,624436,Yes,Fem,High School,Clerical,77,Private,6200,unknown,0,No,4,3,0,Highly Urban/ Urban
0,32,2,16,28141,141336,No,Mal,<High School,Teacher,83,Commercial,12250,Minivan,0,No,6,7,0,Highly Rural/ Rural
0,67,0,17,9572,23556,Yes,Mal,<High School,Student,50,Private,7200,Pickup,0,No,2,,1,Highly Urban/ Urban
0,28,1,14,87147,653515,No,Mal,Bachelors,Professional,126,Private,13420,Minivan,0,No,1,7,0,Highly Rural/ Rural
0,67,0,15,43215,76557,No,Mal,High School,Teacher,106,Commercial,22280,Minivan,0,No,1,14,0,Highly Urban/ Urban
0,60,0,16,38606,,Yes,Fem,High School,Clerical,64,Private,16020,unknown,4,No,2,12,0,Highly Urban/ Urban
0,57,0,11,,385570,Yes,Fem,Bachelors,Teacher,86,Commercial,32530,Minivan,0,No,6,11,0,Highly Urban/ Urban
0,48,0,14,117003,212004,No,Fem,Bachelors,Home Maker,85,Private,16800,unknown,2,No,3,11,0,Highly Urban/ Urban
0,60,2,,90439,687498,Yes,Mal,Bachelors,Manager,75,Private,14950,Minivan,2,No,4,10,0,Highly Urban/ Urban
0,61,0,11,93877,117780,No,Mal,Bachelors,Professional,102,Private,15120,Minivan,3,No,0,6,0,Highly Rural/ Rural
0,51,3,10,30701,353340,No,Fem,<High School,Clerical,77,Private,8070,unknown,4,No,2,9,0,Highly Urban/ Urban
0,56,0,15,4633,520829,Yes,Mal,High School,Student,50,Commercial,11180,Pickup,0,No,2,3,0,Highly Rural/ Rural
1,46,2,18,62330,683124,No,Mal,Masters,Manager,51,Commercial,21770,Van,5,Yes,4,14,1,Highly Urban/ Urban
0,42,0,16,33519,248097,No,Fem,<High School,Teacher,91,Private,2600,unknown,2,Yes,6,8,0,Highly Rural/ Rural
2,61,3,17,21486,474117,No,Fem,<High School,Teacher,50,Private,8260,unknown,0,No,2,3,0,Highly Urban/ Urban
0,65,0,14,45742,678686,No,Fem,<High School,Clerical,128,Private,30260,unknown,0,No,0,11,1,Highly Urban/ Urban
0,57,4,17,60788,276783,No,Fem,Bachelors,Teacher,101,Commercial,10880,unknown,0,No,2,15,0,Highly Urban/ Urban
1,45,2,17,74582,701337,Yes,Fem,Masters,Manager,96,Private,13000,Sports Car,1,No,2,14,0,Highly Urban/ Urban
0,46,0,14,81216,641510,Yes,Mal,Bachelors,Teacher,54,Commercial,14860,Minivan,4,No,3,17,0,Highly Urban/ Urban
0,64,0,17,7054,229671,Yes,Mal,High School,Student,73,Commercial,22770,Panel Truck,3,No,1,3,0,Highly Urban/ Urban
1,42,2,3,560,105077,Yes,Fem,Masters,Home Maker,72,Private,14300,Minivan,3,No,1,13,0,Highly Urban/ Urban
2,57,2,15,31045,298975,Yes,Mal,<High School,Clerical,89,Commercial,7200,Pickup,0,Yes,5,10,1,Highly Urban/ Urban
0,54,0,14,81201,147225,No,Fem,Masters,Nurse,62,Private,14520,Pickup,2,No,9,13,0,Highly Urban/ Urban
1,54,2,18,47100,192640,Yes,Mal,High School,Teacher,74,Commercial,10510,Pickup,5,No,9,3,1,Highly Urban/ Urban
0,63,0,15,56233,387014,Yes,Fem,Bachelors,Teacher,88,Commercial,27400,Van,2,No,2,15,0,Highly Urban/ Urban
0,32,0,11,33277,394563,No,Mal,High School,Clerical,113,Private,22450,Minivan,3,No,10,3,1,Highly Urban/ Urban
0,57,0,12,59722,106002,No,Mal,Masters,Nurse,58,Private,13320,Minivan,3,No,0,10,0,Highly Urban/ Urban
0,70,0,18,77859,276520,Yes,Mal,PhD,Doctor,79,Private,7900,Sports Car,3,Yes,4,16,0,Highly Urban/ Urban
0,41,0,15,50000,341562,No,Mal,High School,Teacher,64,Commercial,10360,Pickup,2,No,6,6,0,Highly Rural/ Rural
0,55,0,9,79552,1155232,Yes,Fem,High School,Teacher,87,Commercial,15760,Sports Car,5,No,0,10,0,Highly Urban/ Urban
0,59,0,15,81065,306228,No,Mal,Masters,Manager,74,Private,14210,Minivan,2,No,3,14,0,Highly Urban/ Urban
0,52,0,,22642,524121,Yes,Mal,High School,Student,85,Commercial,18150,Van,1,No,5,,1,Highly Urban/ Urban
0,57,0,16,62481,873112,Yes,Fem,Masters,Nurse,86,Private,7650,Sports Car,0,No,10,11,1,Highly Urban/ Urban
0,42,1,12,106914,759878,No,Mal,Masters,Nurse,120,Private,5300,Minivan,2,No,4,22,1,Highly Urban/ Urban
0,55,0,9,148626,659137,Yes,Fem,Masters,Nurse,88,Private,6700,unknown,2,No,0,19,0,Highly Rural/ Rural
1,64,1,6,70650,206115,No,Mal,Masters,,75,Commercial,23900,Panel Truck,2,No,3,13,1,Highly Urban/ Urban
2,39,2,11,,282672,Yes,Mal,<High School,Student,88,Commercial,5850,Pickup,3,No,7,8,0,Highly Rural/ Rural
0,46,2,13,79235,318451,No,Mal,Bachelors,Teacher,78,Commercial,13470,Minivan,2,No,2,5,0,Highly Urban/ Urban
0,,2,11,3914,630123,No,Fem,<High School,Clerical,66,Private,3100,Sports Car,4,No,4,7,1,Highly Urban/ Urban
0,78,0,14,106322,159003,No,Mal,Masters,Nurse,50,Private,17480,Minivan,0,Yes,4,20,0,Highly Urban/ Urban
0,45,2,14,80145,349882,Yes,Fem,Bachelors,Professional,73,Private,13020,unknown,1,No,5,3,0,Highly Urban/ Urban
0,55,0,16,112662,,No,Fem,PhD,Manager,63,Private,18270,unknown,2,No,0,19,0,Highly Urban/ Urban
0,69,0,13,220384,341562,No,Mal,PhD,,72,Commercial,23370,Panel Truck,4,No,6,22,0,Highly Urban/ Urban
0,50,0,15,5565,977531,No,Fem,High School,Student,75,Private,7500,unknown,0,Yes,0,,0,Highly Urban/ Urban
0,75,0,13,56133,206115,No,Fem,Masters,Nurse,63,Private,12160,unknown,1,No,6,16,0,Highly Urban/ Urban
0,67,0,11,62822,398999,Yes,Mal,PhD,Doctor,78,Private,11270,Pickup,2,No,2,16,1,Highly Urban/ Urban
0,39,0,14,14320,123669,No,Fem,High School,Student,72,Commercial,7700,unknown,2,No,5,3,0,Highly Urban/ Urban
0,56,0,16,89228,634425,Yes,Fem,PhD,Nurse,108,Private,20090,Minivan,2,No,1,16,1,Highly Urban/ Urban
0,53,0,16,3217,327027,Yes,Fem,Masters,Home Maker,108,Private,10480,Sports Car,4,Yes,2,13,1,Highly Urban/ Urban
0,26,1,14,52082,490211,Yes,Fem,Bachelors,Teacher,85,Commercial,10470,unknown,5,Yes,11,11,0,Highly Urban/ Urban
0,42,3,17,22504,352558,Yes,Fem,<High School,Teacher,79,Private,7270,unknown,2,Yes,3,3,0,Highly Urban/ Urban
0,62,0,15,,294450,No,Fem,High School,Clerical,64,Private,11650,unknown,3,No,2,3,1,Highly Urban/ Urban
0,59,0,13,98913,647790,No,Mal,Bachelors,Teacher,88,Commercial,27180,Panel Truck,4,No,6,,0,Highly Urban/ Urban
0,51,0,3,560,122157,Yes,Fem,Bachelors,Home Maker,73,Private,14190,Sports Car,2,Yes,2,10,0,Highly Urban/ Urban
1,46,2,17,84497,316597,Yes,Fem,Bachelors,Teacher,73,Commercial,13800,unknown,2,No,0,12,0,Highly Urban/ Urban
1,48,2,17,97148,306228,No,Fem,Bachelors,Professional,94,Private,13340,unknown,2,Yes,1,12,0,Highly Urban/ Urban
1,66,1,17,18780,286321,Yes,Fem,Bachelors,Home Maker,77,Private,13340,unknown,1,No,5,10,0,Highly Rural/ Rural
2,56,2,17,63454,558778,Yes,Fem,Bachelors,Clerical,129,Private,5990,Sports Car,2,Yes,2,12,0,Highly Rural/ Rural
1,60,2,15,69050,411303,No,Fem,Bachelors,Teacher,90,Commercial,11750,Minivan,1,No,5,14,1,Highly Urban/ Urban
0,52,2,7,25992,212004,No,Fem,High School,Clerical,79,Commercial,6100,Pickup,1,No,7,3,1,Highly Rural/ Rural
0,59,0,15,52638,211894,Yes,Mal,Masters,,96,Commercial,23250,Panel Truck,1,No,6,20,1,Highly Urban/ Urban
0,54,0,17,42968,494225,Yes,Fem,Masters,Nurse,68,Private,10000,unknown,0,No,2,16,0,Highly Rural/ Rural
0,59,0,11,91109,603131,Yes,Fem,Masters,Manager,62,Private,15910,unknown,0,No,3,12,0,Highly Urban/ Urban
0,53,0,15,23193,494908,Yes,Fem,Bachelors,Manager,75,Private,16730,unknown,0,No,2,11,0,Highly Urban/ Urban
0,54,0,3,1360,398072,Yes,Mal,<High School,Student,77,Private,4980,Minivan,2,No,2,3,0,Highly Rural/ Rural
0,19,1,12,52504,,No,Fem,High School,Teacher,89,Commercial,20630,unknown,2,No,8,3,1,Highly Urban/ Urban
0,70,0,18,76209,53001,No,Mal,Masters,,50,Commercial,17020,Van,4,No,3,23,1,Highly Urban/ Urban
0,43,0,12,73349,342731,No,Fem,PhD,Nurse,90,Private,13440,Minivan,4,No,2,12,0,Highly Urban/ Urban
0,58,1,11,74802,135447,No,Fem,High School,Teacher,70,Commercial,22340,Sports Car,3,No,6,3,1,Highly Urban/ Urban
1,52,2,3,960,553566,No,Mal,<High School,Student,78,Private,6000,Pickup,3,Yes,3,3,1,Highly Urban/ Urban
0,42,0,17,,182292,No,Fem,Bachelors,Professional,79,Private,10370,unknown,2,No,0,11,0,Highly Urban/ Urban
0,68,0,19,110081,592568,Yes,Mal,PhD,,75,Commercial,7100,Pickup,0,No,2,19,0,Highly Urban/ Urban
0,56,3,20,72929,282749,No,Fem,Masters,Nurse,89,Private,13060,unknown,2,No,0,3,0,Highly Urban/ Urban
0,44,0,14,118376,441675,No,Fem,Masters,Manager,68,Private,20320,Minivan,2,No,8,10,0,Highly Urban/ Urban
0,56,0,13,,194337,No,Fem,Bachelors,Professional,88,Private,24150,Minivan,0,No,3,12,0,Highly Rural/ Rural
0,61,0,16,37855,451846,No,Mal,<High School,Teacher,73,Commercial,6700,Pickup,2,No,0,3,0,Highly Rural/ Rural
0,54,0,10,50784,235560,No,Mal,High School,Teacher,61,Commercial,13780,Minivan,2,No,10,7,0,Highly Urban/ Urban
0,51,1,16,111317,431530,Yes,Fem,Masters,Nurse,95,Private,29470,Sports Car,0,No,3,20,1,Highly Urban/ Urban
0,42,2,17,45101,235536,Yes,Mal,PhD,Doctor,56,Private,5900,Pickup,1,No,4,2,0,Highly Urban/ Urban
0,71,0,,31348,182559,No,Mal,Masters,Nurse,69,Private,16580,Van,4,No,0,15,0,Highly Urban/ Urban
0,36,0,15,86312,456508,Yes,Mal,Masters,,81,Commercial,5700,Pickup,2,No,4,21,0,Highly Urban/ Urban
0,49,0,14,9305,376896,Yes,Mal,<High School,Student,84,Private,15330,Minivan,0,No,2,7,0,Highly Rural/ Rural
0,39,0,17,11446,154850,Yes,Mal,<High School,Clerical,78,Private,6350,Minivan,3,No,4,7,1,Highly Urban/ Urban
0,47,0,15,34644,205797,Yes,Fem,High School,Teacher,113,Commercial,14640,unknown,0,No,0,12,0,Highly Urban/ Urban
0,63,0,15,34273,277812,Yes,Fem,Bachelors,Teacher,71,Commercial,23470,Sports Car,5,Yes,0,17,1,Highly Urban/ Urban
0,66,0,10,77822,411893,Yes,Mal,Bachelors,Professional,74,Private,13850,Minivan,0,No,2,9,0,Highly Urban/ Urban
0,60,0,10,145517,538746,No,Fem,PhD,Doctor,67,Private,24120,unknown,0,No,8,3,0,Highly Urban/ Urban
0,50,0,11,79877,241733,Yes,Mal,High School,Professional,50,Private,6100,Pickup,2,No,11,8,0,Highly Urban/ Urban
0,65,0,12,65265,29445,No,Mal,Masters,,91,Commercial,22560,Panel Truck,4,No,8,21,0,Highly Urban/ Urban
0,35,1,,960,447357,Yes,Fem,Masters,Home Maker,64,Private,2640,Sports Car,2,No,3,15,0,Highly Urban/ Urban
0,61,0,16,21451,322854,Yes,Fem,High School,Teacher,84,Commercial,5100,unknown,2,No,9,9,1,Highly Urban/ Urban
0,37,3,3,960,29445,Yes,Mal,<High School,Student,72,Private,10160,Pickup,1,No,3,3,0,Highly Urban/ Urban
0,57,2,13,18853,344351,No,Fem,<High School,Clerical,97,Private,19340,Minivan,5,No,11,3,1,Highly Urban/ Urban
0,51,0,14,142857,253227,No,Fem,PhD,Nurse,51,Private,24360,Minivan,2,No,0,,0,Highly Urban/ Urban
0,44,3,17,95285,513743,Yes,Mal,Masters,Nurse,100,Private,6960,unknown,0,No,2,16,1,Highly Urban/ Urban
0,50,0,17,72897,339936,Yes,Mal,PhD,Manager,73,Commercial,22980,Panel Truck,2,No,2,13,0,Highly Urban/ Urban
0,46,2,17,2572,82446,Yes,Mal,High School,Student,75,Private,4200,Minivan,0,No,4,,0,Highly Urban/ Urban
0,41,0,16,158197,265005,No,Fem,Masters,Manager,90,Private,17410,Minivan,0,No,0,17,0,Highly Urban/ Urban
0,48,1,16,5882,381552,Yes,Fem,Bachelors,Home Maker,77,Commercial,9960,Pickup,3,No,3,3,0,Highly Urban/ Urban
0,30,0,14,41208,489644,No,Fem,Masters,Nurse,90,Private,18060,unknown,2,No,0,17,0,Highly Urban/ Urban
0,58,1,15,118938,518232,No,Fem,Bachelors,Teacher,62,Commercial,28700,unknown,2,No,0,9,0,Highly Rural/ Rural
0,59,0,18,52697,1086103,Yes,Fem,High School,Teacher,101,Private,17440,unknown,2,Yes,1,13,0,Highly Rural/ Rural
0,59,0,15,63443,,Yes,Fem,Bachelors,Manager,63,Private,20940,Minivan,2,No,0,10,0,Highly Urban/ Urban
0,64,0,12,39380,,Yes,Mal,High School,Teacher,56,Commercial,28710,Pickup,2,No,2,5,1,Highly Urban/ Urban
0,42,2,12,61010,295008,No,Fem,High School,Clerical,76,Private,11480,Minivan,6,Yes,2,3,1,Highly Urban/ Urban
2,43,2,14,,76557,No,Fem,Bachelors,Manager,61,Private,22920,Sports Car,2,No,0,12,1,Highly Urban/ Urban
0,36,0,10,97826,388043,No,Fem,Bachelors,Teacher,66,Commercial,14930,Minivan,4,No,2,13,0,Highly Urban/ Urban
0,61,2,17,20753,,Yes,Fem,High School,Home Maker,50,Private,7980,unknown,0,Yes,2,7,0,Highly Urban/ Urban
0,59,0,17,73927,265005,No,Mal,Bachelors,Professional,81,Private,12740,Minivan,3,No,4,9,0,Highly Urban/ Urban
0,33,4,18,5038,100113,No,Fem,<High School,Student,52,Private,6780,unknown,5,No,7,10,1,Highly Urban/ Urban
0,64,1,12,6912,147225,Yes,Mal,Bachelors,Student,67,Commercial,6500,Pickup,0,No,2,12,0,Highly Urban/ Urban
0,42,2,17,51835,479221,Yes,Fem,<High School,Teacher,68,Commercial,14100,Sports Car,2,No,3,3,0,Highly Urban/ Urban
1,59,2,13,33017,319440,Yes,Fem,High School,Clerical,65,Private,9800,unknown,2,No,0,3,0,Highly Rural/ Rural
0,42,0,10,62996,254410,Yes,Mal,High School,Teacher,50,Commercial,16370,Van,2,No,9,3,1,Highly Urban/ Urban
0,80,0,18,41088,691204,Yes,Fem,High School,Teacher,99,Commercial,11950,Sports Car,3,No,6,8,1,Highly Urban/ Urban
0,47,0,16,266987,318006,No,Mal,PhD,,97,Commercial,34020,Panel Truck,3,No,6,25,0,Highly Urban/ Urban
0,69,0,18,159263,153114,No,Fem,PhD,Doctor,77,Private,20540,unknown,0,No,2,20,0,Highly Urban/ Urban
1,35,2,16,53910,387740,Yes,Mal,High School,Manager,51,Private,10210,Pickup,2,Yes,0,,1,Highly Urban/ Urban
0,76,1,14,76006,368488,Yes,Mal,High School,Teacher,101,Commercial,9000,Pickup,3,No,8,12,1,Highly Urban/ Urban
0,55,1,15,40160,635170,No,Fem,High School,Clerical,82,Private,5460,Sports Car,2,No,5,3,1,Highly Urban/ Urban
0,54,0,11,67669,484806,Yes,Fem,High School,Teacher,83,Commercial,8530,unknown,0,No,2,3,0,Highly Urban/ Urban
0,63,0,16,76683,310476,Yes,Fem,Bachelors,Professional,82,Private,7210,Minivan,0,No,0,14,0,Highly Urban/ Urban
0,34,0,13,76392,270894,No,Fem,Bachelors,Manager,96,Private,16260,unknown,3,No,0,15,1,Highly Urban/ Urban
0,61,0,3,560,,Yes,Mal,<High School,Student,92,Private,6520,Minivan,0,Yes,2,3,0,Highly Rural/ Rural
0,65,0,18,,465676,Yes,Fem,Bachelors,Manager,84,Private,16780,Sports Car,2,No,3,15,0,Highly Urban/ Urban
0,64,0,14,187992,507201,Yes,Mal,PhD,Manager,80,Private,21730,Van,2,No,6,15,0,Highly Urban/ Urban
0,48,0,11,98063,301804,No,Fem,Masters,Nurse,62,Private,17960,unknown,1,No,6,17,0,Highly Urban/ Urban
0,38,1,3,960,256899,No,Fem,<High School,Home Maker,86,Private,14240,unknown,0,No,5,3,1,Highly Urban/ Urban
0,74,0,10,75726,389935,No,Fem,Masters,Manager,76,Private,5010,Sports Car,4,No,2,,0,Highly Urban/ Urban
0,84,0,3,560,262837,Yes,Fem,Bachelors,Home Maker,56,Private,8560,Sports Car,4,No,7,16,1,Highly Urban/ Urban
0,48,3,16,65432,269800,Yes,Fem,<High School,Clerical,89,Private,11490,unknown,0,No,3,10,0,Highly Urban/ Urban
0,68,0,15,11577,429897,Yes,Mal,High School,Student,59,Commercial,7960,Pickup,2,No,2,11,1,Highly Urban/ Urban
2,36,3,11,34759,819882,Yes,Fem,High School,Clerical,93,Private,13420,unknown,4,No,11,3,0,Highly Urban/ Urban
0,59,0,11,142126,829266,No,Mal,Masters,,86,Commercial,29220,Panel Truck,2,No,1,15,1,Highly Urban/ Urban
0,47,1,3,960,147225,Yes,Fem,Bachelors,Student,55,Commercial,4100,Sports Car,5,No,7,8,1,Highly Urban/ Urban
0,62,2,14,46784,491109,Yes,Mal,High School,Teacher,90,Commercial,11510,Pickup,2,Yes,4,12,1,Highly Urban/ Urban
0,66,0,11,93237,498611,No,Fem,Masters,Nurse,50,Private,26290,Sports Car,2,Yes,4,20,0,Highly Urban/ Urban
0,65,0,16,194855,509799,Yes,Fem,Masters,Nurse,96,Private,9060,unknown,5,No,2,17,0,Highly Urban/ Urban
0,59,0,17,67524,0,No,Mal,Masters,Nurse,92,Private,13700,Minivan,3,No,3,20,0,Highly Urban/ Urban
0,63,0,3,560,41223,No,Mal,High School,Student,81,Commercial,26500,Panel Truck,0,No,2,10,0,Highly Rural/ Rural
0,59,2,14,35170,239735,Yes,Mal,High School,Clerical,79,Private,12880,Minivan,1,No,0,3,1,Highly Urban/ Urban
0,63,0,,32937,309105,No,Mal,High School,Professional,86,Commercial,25420,Panel Truck,2,No,3,3,1,Highly Urban/ Urban
0,56,0,10,29214,409136,No,Mal,High School,Professional,67,Commercial,9070,Pickup,2,No,5,10,0,Highly Rural/ Rural
0,49,0,15,107887,327813,No,Fem,Bachelors,Professional,83,Private,18540,unknown,2,No,4,11,0,Highly Urban/ Urban
0,64,0,11,46878,555895,Yes,Fem,High School,Manager,97,Private,11590,Sports Car,4,No,2,3,0,Highly Urban/ Urban
1,45,2,14,24684,234351,Yes,Fem,<High School,Teacher,85,Private,8140,unknown,2,No,2,3,0,Highly Rural/ Rural
0,60,0,15,107790,106002,No,Mal,Bachelors,Manager,73,Private,17480,Minivan,2,No,2,9,0,Highly Urban/ Urban
0,48,0,16,34682,549455,No,Fem,Bachelors,Teacher,90,Commercial,21320,unknown,1,No,4,12,0,Highly Urban/ Urban
0,24,3,3,,261751,Yes,Fem,Bachelors,Home Maker,67,Private,4500,unknown,0,No,2,11,0,Highly Rural/ Rural
0,42,0,13,16209,952528,Yes,Fem,Masters,Home Maker,107,Private,8400,Sports Car,0,No,5,17,0,Highly Urban/ Urban
1,53,3,19,38994,213704,Yes,Fem,PhD,Manager,75,Private,11300,unknown,3,No,2,3,0,Highly Urban/ Urban
0,62,0,17,96116,508624,Yes,Mal,Masters,Professional,115,Commercial,9720,Pickup,3,No,0,17,0,Highly Urban/ Urban
0,74,0,15,40412,337287,Yes,Fem,High School,Teacher,82,Commercial,7410,unknown,4,No,4,8,0,Highly Urban/ Urban
0,43,1,14,110964,449428,Yes,Fem,PhD,,50,Commercial,13710,Pickup,0,No,4,16,0,Highly Rural/ Rural
0,53,0,16,67062,365118,No,Fem,Masters,Nurse,72,Private,15820,unknown,4,No,5,3,1,Highly Urban/ Urban
0,66,0,18,37464,201804,Yes,Mal,<High School,Teacher,75,Commercial,14210,Minivan,0,No,0,10,0,Highly Urban/ Urban
0,68,0,14,53630,194337,No,Mal,<High School,Teacher,81,Commercial,24520,Panel Truck,2,Yes,5,3,1,Highly Urban/ Urban
0,50,0,16,127155,153114,No,Mal,Masters,Nurse,97,Private,7100,Minivan,0,No,2,16,0,Highly Urban/ Urban
0,52,0,17,100919,291710,No,Fem,Masters,Nurse,58,Private,18850,Minivan,0,No,3,13,1,Highly Urban/ Urban
0,23,0,10,62750,82446,No,Mal,High School,Teacher,77,Commercial,15150,Minivan,0,No,2,9,1,Highly Urban/ Urban
0,76,0,13,34667,111891,No,Fem,<High School,Teacher,85,Commercial,27520,Pickup,2,No,2,3,0,Highly Rural/ Rural
1,72,2,3,960,665457,No,Fem,<High School,Student,63,Private,1500,unknown,2,No,5,3,1,Highly Urban/ Urban
0,14,1,15,69793,548205,Yes,Fem,Bachelors,Clerical,80,Commercial,21940,Pickup,2,No,3,11,0,Highly Urban/ Urban
0,67,0,16,29552,507101,Yes,Mal,<High School,Clerical,76,Commercial,9260,Pickup,3,Yes,6,3,1,Highly Urban/ Urban
0,45,2,16,65326,540769,Yes,Fem,High School,Teacher,65,Commercial,11840,unknown,3,Yes,3,3,1,Highly Urban/ Urban
0,52,0,11,82007,1058982,Yes,Mal,Bachelors,Teacher,81,Commercial,15820,Minivan,2,No,0,11,0,Highly Rural/ Rural
